idx,obj,act,obj_idxs,act_idxs
1122,people,watch,167,23
1123,sandwich,look,357,3
1124,bird,walk,218,7
1125,truck,drive,96,20
1126,flag,stand,464,12
1127,beach,enjoy,224,21
1128,cow,milk,280,186
1129,mountain,become,178,19
1130,food,relax,168,187
1131,water,enjoy,75,21
1132,tennis_racket,raise,363,100
1133,skateboard,grip,249,137
1134,skateboard,lose,249,188
1135,friend,watch,169,23
1136,position,admire,465,185
1137,refrigerator,look,466,3
1138,person,jump,162,106
1139,sand,lie,246,45
1140,hand,bend,20,79
1141,monitor,watch,3,23
1142,cap,yellow,467,189
1143,dugout,sit,340,2
1144,glove,pass,468,190
1145,hat,yellow,286,189
1146,deck,stand,469,12
1147,cleaver,use,470,4
1148,giraffe,pet,361,98
1149,giraffe,refer,361,46
1150,surfboard,tether,97,191
1151,exhibit,watch,471,23
1152,drinker,use,472,4
1153,machine,use,69,4
1154,banana,show,324,88
1155,bouquet,raise,473,100
1156,man,leave,17,24
1157,trick,watch,293,23
1158,sign,paint,79,192
1159,path,walk,333,7
1160,window,gaze,70,193
1161,city,look,170,3
1162,position,enjoy,465,21
1163,wood,stand,474,12
1164,cow,own,280,194
1165,elephant,pet,233,98
1166,elephant,play,233,22
1167,trunk,embrace,317,146
1168,land,tend,145,40
1169,land,clean,145,134
1170,shirt,whiten,210,195
1171,pizza,bite,248,81
1172,desk,seat,2,25
1173,tennis_ball,hit,237,196
1174,tennis_ball,serve,237,129
1175,knee,sit,222,2
1176,knee,leave,222,24
1177,train,travel,21,66
1178,sandwich,meet,357,197
1179,banana,eat,324,47
1180,sink,look,386,3
1181,doorway,leave,187,24
1182,picture,smile,112,123
1183,tennis_court,run,236,33
1184,tennis_court,play,236,22
1185,tennis_match,record,291,198
1186,parade,lead,407,78
1187,car,push,16,6
1188,cupcake,eat,475,47
1189,doughnut,bite,201,81
1190,father,tend,476,40
1191,window,see,70,34
1192,train,contend,21,139
1193,train,run,21,33
1194,man,feed,17,80
1195,cake,bite,243,81
1196,helmet,transport,477,0
1197,helmet,walk,477,7
1198,motorcycle,walk,15,7
1199,hamburger,eat,478,47
1200,stirrup,use,479,4
1201,elephant,stand,233,12
1202,bottle,achieve,156,69
1203,catsup,use,480,4
1204,pole,transport,297,0
1205,ball,juggle,100,86
1206,bicycle,drive,26,20
1207,skater,watch,481,23
1208,park,run,87,33
1209,telephone,own,19,194
1210,zebra,watch,482,23
1211,wave,make,369,15
1212,child,watch,65,23
1213,cake,watch,243,23
1214,surfboard,sit,97,2
1215,basket,remember,241,199
1216,food,fry,168,200
1217,curb,wait,427,14
1218,intersection,wait,62,14
1219,base,work,125,1
1220,moped,depend_on,334,11
1221,sidewalk,sit,7,2
1222,bus,be,68,152
1223,elbow,stay,483,90
1224,game,film,251,201
1225,beer,sip,152,202
1226,glass,drink,281,70
1227,hand,traverse,20,10
1228,ashtray,achieve,484,69
1229,christmas_bush,stand,485,12
1230,grass,bend,93,79
1231,foot,stand,392,12
1232,wave,stand,369,12
1233,sky,silhouette,385,203
1234,wave,disappear,369,204
1235,dog,stand,42,12
1236,wake_board,transport,486,0
1237,hat,whiten,286,195
1238,cellular_telephone,see,240,34
1239,hand,stay,20,90
1240,package,open,487,145
1241,backpack,roll,0,8
1242,backpack,pull,0,58
1243,seat,leave,137,24
1244,side,look,488,3
1245,bed,stand,285,12
1246,bed,bend,285,79
1247,sock,adjust,489,205
1248,hosiery,spray,490,206
1249,food,raise,168,100
1250,sand,travel,246,66
1251,surfboard,haul,97,52
1252,bite,necessitate,491,65
1253,vehicle,stand,115,12
1254,water,detect,75,132
1255,surfing,chew_over,492,61
1256,baggage,bend,157,79
1257,sea,become,223,19
1258,surf,become,493,19
1259,gate,close,494,37
1260,train,depend_on,21,11
1261,sodium_carbonate,drink,495,70
1262,bridge,traverse,107,10
1263,telephone_booth,tend,60,40
1264,baby,pull,268,58
1265,tablet,use,496,4
1266,male_child,look,127,3
1267,elephant,talk,233,16
1268,surfboard,pull,97,58
1269,board,pull,104,58
1270,string,pull,497,58
1271,paperback_book,read,498,13
1272,pen,use,449,4
1273,down,become,244,19
1274,skiing,enjoy,499,21
1275,day,enjoy,500,21
1276,wall,use,95,4
1277,rope,attach,409,38
1278,baseball,cream,238,207
1279,bicycle,tend,26,40
1280,balcony,stand,182,12
1281,cat,wish,274,208
1282,skateboarding,travel,501,66
1283,wine,drink,338,70
1284,wine,serve,338,129
1285,banana,look,324,3
1286,chump,sip,462,202
1287,chump,drink,462,70
1288,restaurant,drink,52,70
1289,animal,pet,132,98
1290,finger,reduce,313,91
1291,trouser,blacken,502,36
1292,water,neglect,75,209
1293,water,border,75,210
1294,station,stand,381,12
1295,hay,shovel,503,211
1296,street,head,10,212
1297,fist,make,504,15
1298,ball,watch,100,23
1299,bus,leave,68,24
1300,bus,tend,68,40
1301,bus,hang,68,125
1302,food,enjoy,168,21
1303,cabinet,tend,505,40
1304,hand,stand,20,12
1305,screen,stand,204,12
1306,bicycle,rush,26,213
1307,fence,load,250,170
1308,drone,load,506,170
1309,cinder_block,tend,507,40
1310,ramp,penetrate,348,214
1311,escalator_clause,become,508,19
1312,motorcycle,order,15,59
1313,ice_cream,eat,509,47
1314,ski,tend,80,40
1315,sea,walk,223,7
1316,wave,watch,369,23
1317,skateboard,perform,249,105
1318,crate,refer,510,46
1319,boat,paddle,59,96
1320,road,exceed,11,28
1321,slope,stand,421,12
1322,camcorder,use,511,4
1323,hair,shave,120,215
1324,horse,show,141,88
1325,male_child,help,127,48
1326,male_child,show,127,88
1327,food,look,168,3
1328,hotdog,look,267,3
1329,giraffe,look,361,3
1330,ramp,bend,348,79
1331,skateboard,bend,249,79
1332,outdoors,eat,414,47
1333,stick,eat,228,47
1334,dinner,eat,512,47
1335,table,eat,30,47
1336,catcher,play,513,22
1337,towel,sit,514,2
1338,line,guarantee,208,216
1339,column,stand,515,12
1340,woman,smile,27,123
1341,head,stay,89,90
1342,measure,arrive,37,73
1343,doll,pull,516,58
1344,measure,use,37,4
1345,baggage,travel,157,66
1346,doll,push,516,6
1347,bench,stay,31,90
1348,motorcycle,squat,15,217
1349,motorcycle,front,15,26
1350,man,depend_on,17,11
1351,woman,watch,27,23
1352,spectacles,look,77,3
1353,chair,tend,4,40
1354,maze,stand,517,12
1355,telephone,necessitate,19,65
1356,maze,solve,517,148
1357,sandwich,reduce,357,91
1358,giraffe,watch,361,23
1359,funny_story,walk,518,7
1360,stove,use,226,4
1361,woman,look,27,3
1362,booth,sit,209,2
1363,beer,drink,152,70
1364,car,travel,16,66
1365,frisbee,transport,275,0
1366,game,enjoy,251,21
1367,game,participate,251,160
1368,field,run,315,33
1369,man,play,17,22
1370,short_pants,stand,362,12
1371,camera,gaze,177,193
1372,telephone,solicit,19,218
1373,oven,look,519,3
1374,camera,see,177,34
1375,banana,put,324,32
1376,frisbee,target,275,219
1377,skier,watch,520,23
1378,bird,look,218,3
1379,wall,front,95,26
1380,cow,feed,280,80
1381,cow,pay,280,103
1382,cow,tend,280,40
1383,hair,fix,120,60
1384,freezer,indicate,521,5
1385,freezer,look,521,3
1386,baseball,flip,238,220
1387,measure,become,37,19
1388,measure,climb,37,221
1389,tooth,wash,277,147
1390,area,stand,197,12
1391,pizza,necessitate,248,65
1392,pizza,buy,248,111
1393,pizza,serve,248,129
1394,camera,transport,177,0
1395,cell,use,445,4
1396,telephone,see,19,34
1397,chairlift,depend_on,522,11
1398,chairlift,use,522,4
1399,goggles,use,523,4
1400,trail_bike,depend_on,524,11
1401,skateboard,jump,249,106
1402,stove,see,226,34
1403,apron,iron,525,222
1404,eyelid,raise,526,100
1405,pot,see,373,34
1406,cow,wait,280,14
1407,chariot,stand,527,12
1408,surfboard,tend,97,40
1409,duct,stand,528,12
1410,duct,look,528,3
1411,television,watch,426,23
1412,snow,refer,124,46
1413,dog,serve,42,129
1414,sofa,put,28,32
1415,bear,cuddle,330,223
1416,meal,eat,529,47
1417,animal,transport,132,0
1418,wave,walk,369,7
1419,shore,walk,448,7
1420,ocean,swim,9,224
1421,surfboard,lie,97,45
1422,suit,blacken,53,36
1423,wetness,prevent,530,225
1424,toilet,use,419,4
1425,toilet,stand,419,12
1426,toilet,look,419,3
1427,skateboard,put,249,32
1428,board,push,104,6
1429,hair,whiten,120,195
1430,crepe,braid,461,226
1431,man,pass,17,190
1432,group,gather,143,29
1433,side,stand,488,12
1434,truck,wash,96,147
1435,car,wash,16,147
1436,car,confront,16,9
1437,surfboard,tie,97,156
1438,drink,transport,48,0
1439,bowl,transport,273,0
1440,bull,depend_on,304,11
1441,bull,travel,304,66
1442,ski,learn,80,227
1443,cow,look,280,3
1444,cow,see,280,34
1445,clydesdale,watch,531,23
1446,horse,drive,141,20
1447,town,depend_on,532,11
1448,slice,eat,533,47
1449,salad,eat,352,47
1450,frisbee,try,275,67
1451,head,show,89,88
1452,rowing,use,534,4
1453,pastry,reduce,245,91
1454,catch,play,535,22
1455,ball,flip,100,220
1456,batter,run,536,33
1457,base,stand,125,12
1458,batter,flip,536,220
1459,mound,stand,451,12
1460,person,comfort,162,228
1461,train,function,21,116
1462,ball,become,100,19
1463,crossing,wait,44,14
1464,fireplug,wait,537,14
1465,sport_utility,leave,538,24
1466,food,catch,168,72
1467,food,achieve,168,69
1468,forward,lunge,539,229
1469,racket,dive,302,230
1470,frisbee,dive,275,230
1471,frisbee,jump,275,106
1472,pizza,sit,248,2
1473,plate,eat,319,47
1474,book,look,23,3
1475,dog,shop,42,231
1476,ski,fix,80,60
1477,gas_pump,stand,540,12
1478,banana,transport,324,0
1479,television,look,426,3
1480,person,hold,162,30
1481,kite,make,217,15
1482,kite,construct,217,232
1483,cat,put,274,32
1484,arm,tend,198,40
1485,bag,open,14,145
1486,bench,wait,31,14
1487,bicycle,work,26,1
1488,tennis_player,film,428,201
1489,trail_bike,drive,524,20
1490,ball,try,100,67
1491,ball,fix,100,60
1492,water,sprinkle,75,233
1493,eye,squint,219,234
1494,nose,squint,175,234
1495,bench,front,31,26
1496,body,become,541,19
1497,snow,enjoy,124,21
1498,pillar,stand,542,12
1499,dog,fix,42,60
1500,dog,make,42,15
1501,skateboard,achieve,249,69
1502,skateboard,reach,249,35
1503,road,put,11,32
1504,skateboard,stay,249,90
1505,street,put,10,32
1506,mouth,open,417,145
1507,pizza,catch,248,72
1508,out,look,543,3
1509,outside,look,71,3
1510,pot,cover,373,235
1511,pot,transport,373,0
1512,sleeve,shirt,544,236
1513,playing,stand,545,12
1514,cake,put,243,32
1515,cake,attend,243,237
1516,cake,fix,243,60
1517,cake,cover,243,235
1518,box,put,253,32
1519,cake,open,243,145
1520,door,walk,179,7
1521,barrel,tend,546,40
1522,penguin,refer,547,46
1523,penguin,pet,547,98
1524,barn,look,548,3
1525,food,get_down,168,42
1526,hog,get_down,549,42
1527,television,stand,426,12
1528,cow,detect,280,132
1529,sheep,tend,299,40
1530,sheep,lead,299,78
1531,boat,board,59,144
1532,surfing,wind,492,41
1533,beach,run,224,33
1534,bag,seize,14,238
1535,girl,coach,303,239
1536,skateboard,blacken,249,36
1537,hood,whiten,550,195
1538,jacket,whiten,82,195
1539,player,help,235,48
1540,snowboard,attach,259,38
1541,accountant,seize,430,238
1542,barroom,stand,211,12
1543,goat,lead,551,78
1544,boat,climb,59,221
1545,person,look,162,3
1546,railing,climb,147,221
1547,wave,desire,369,240
1548,water,lie,75,45
1549,lecture,give,552,104
1550,sax,play,553,22
1551,water,watch,75,23
1552,tooth,miss,277,168
1553,sand,grok,246,54
1554,glider,attach,554,38
1555,show,watch,555,23
1556,leg,stand,371,12
1557,frisbee,teach,275,114
1558,down,sit,244,2
1559,woman,play,27,22
1560,shirt,stand,210,12
1561,step,climb,36,221
1562,child,read,65,13
1563,engine,stand,556,12
1564,ski,walk,80,7
1565,base,play,125,22
1566,motorcycle,watch,15,23
1567,can,close,557,37
1568,mouth,leave,417,24
1569,fingernail,bite,558,81
1570,child,eat,65,47
1571,bat,play,234,22
1572,football,play,559,22
1573,station,eat,381,47
1574,transportation_system,wait,560,14
1575,polo_mallet,transport,561,0
1576,ice_lolly,eat,562,47
1577,clipboard,use,431,4
1578,truck,depend_on,96,11
1579,sheep,pet,299,98
1580,pizza,remove,248,31
1581,hand,run,20,33
1582,lift,sit,405,2
1583,frisbee,look,275,3
1584,hosiery,stand,490,12
1585,bag,close,14,37
1586,arm,balance,198,241
1587,distance,bend,563,79
1588,paper,transport,142,0
1589,cart,pull,66,58
1590,computer_monitor,sit,406,2
1591,ocean,close,9,37
1592,glass,sip,281,202
1593,avocation,sit,564,2
1594,tennis_player,watch,428,23
1595,sunglasses,look,565,3
1596,towel,put,514,32
1597,grass,lie,93,45
1598,towel,lie,514,45
1599,dog,rush,42,213
1600,skateboarder,photograph,271,143
1601,tray,refer,91,46
1602,skateboard,look,249,3
1603,kite,walk,217,7
1604,kite,manage,217,242
1605,shoreline,stand,566,12
1606,parachute,construct,105,232
1607,pool,become,138,19
1608,wedding,dance,332,243
1609,remote_control,stand,567,12
1610,keyboard,pass,266,190
1611,rein,pull,568,58
1612,lip,purse,425,244
1613,soil,stand,569,12
1614,board,climb,104,221
1615,cracker,eat,570,47
1616,abdomen,refer,571,46
1617,softball,hold,572,30
1618,picture,play,112,22
1619,man,wait,17,14
1620,bridge,stand,107,12
1621,distance,stand,563,12
1622,distance,walk,563,7
1623,bag,sit,14,2
1624,dish,make,573,15
1625,bucket,refer,574,46
1626,map,tend,43,40
1627,surfing,learn,492,227
1628,lip,solve,425,148
1629,boat,put,59,32
1630,backpack,carry,0,56
1631,frisbee,discard,275,107
1632,tennis_racket,play,363,22
1633,bathroom,fix,257,60
1634,floor,wipe,136,172
1635,bag,put,14,32
1636,sand,bend,246,79
1637,sedan,hang,575,125
1638,sheep,watch,299,23
1639,plate,transport,319,0
1640,elephant,bathe,233,245
1641,chain,fix,576,60
1642,elephant,cancel,233,120
1643,doughnut,coat,201,246
1644,doughnut,work,201,1
1645,tennis_ball,bounce,237,127
1646,snow,shovel,124,211
1647,stunt,perform,447,105
1648,cat,look,274,3
1649,knife,transport,269,0
1650,leg,leave,371,24
1651,underbrush,walk,577,7
1652,roof,stand,578,12
1653,package,pass,487,190
1654,shadow,sit,8,2
1655,lap,sit,579,2
1656,hair,chin,120,247
1657,street,confront,10,9
1658,hill,exceed,213,28
1659,tennis_ball,experience,237,248
1660,hair,man,120,138
1661,nose,man,175,138
1662,frisbee,see,275,34
1663,wave,look,369,3
1664,lady,talk,355,16
1665,camera,beckon,177,142
1666,window,wash,70,147
1667,rickshaw,peddle,580,249
1668,rickshaw,push,580,6
1669,person,chew_the_fat,162,250
1670,rickshaw,depend_on,580,11
1671,horse,rush,141,213
1672,base,walk,125,7
1673,passenger_car,depend_on,38,11
1674,pitchfork,transport,581,0
1675,container,sit,582,2
1676,banana,open,324,145
1677,banana,crunch,324,251
1678,banana,cover,324,235
1679,child,feed,65,80
1680,birthday_party,enjoy,583,21
1681,bowl,pull,273,58
1682,door,jump,179,106
1683,arm,swing,198,76
1684,bat,transport,234,0
1685,fruit,chop,322,167
1686,butcher_knife,use,584,4
1687,sign,work,79,1
1688,sign,refer,79,46
1689,outfit,photograph,585,143
1690,wave,enjoy,369,21
1691,field_day,put,586,32
1692,nose,see,175,34
1693,sofa,play,28,22
1694,pillow,sit,587,2
1695,woman,crouch,27,51
1696,base,skid,125,252
1697,television,play,426,22
1698,walk,stand,35,12
1699,horse,wish,141,208
1700,horse,stand,141,12
1701,outdoors,enjoy,414,21
1702,water,admire,75,185
1703,cricket,play,588,22
1704,contemplation,roll,378,8
1705,umbrella,sell,12,102
1706,parasail,pull,589,58
1707,child,lead,65,78
1708,elephant,herd,233,112
1709,elephant,indicate,233,5
1710,bucket,hold,574,30
1711,water,discard,75,107
1712,bucket,use,574,4
1713,elephant,necessitate,233,65
1714,water,hold,75,30
1715,cake,decorate,243,253
1716,gravel,walk,590,7
1717,train,step,21,53
1718,shop,enter,63,18
1719,plaza,stand,81,12
1720,mattress,put,591,32
1721,wave,necessitate,369,65
1722,neckline,pull,592,58
1723,dough,look,593,3
1724,plate,balance,319,241
1725,fence,look,250,3
1726,dog,close,42,37
1727,tree,close,139,37
1728,hay,gather,503,29
1729,hay,stack,503,254
1730,engine,see,556,34
1731,back,show,256,88
1732,land,jump,145,106
1733,necktie,try,418,67
1734,collar,fix,594,60
1735,frisbee,expect,275,255
1736,water,see,75,34
1737,there,stand,595,12
1738,elevator,walk,207,7
1739,ball,hit,100,196
1740,base,shop,125,231
1741,refrigerator,tend,466,40
1742,man,hang,17,125
1743,quilt,lie,596,45
1744,man,sit,17,2
1745,snowboard,steer,259,27
1746,racket,serve,302,129
1747,market,shop,325,231
1748,car,close,16,37
1749,railing,jump,147,106
1750,ocean,sit,9,2
1751,board,sit,104,2
1752,necktie,look,418,3
1753,necktie,adjust,418,205
1754,frisbee,stand,275,12
1755,box,look,253,3
1756,toilet,sit,419,2
1757,belt,tighten,102,256
1758,belt,remove,102,31
1759,train,lead,21,78
1760,internet,guard,76,173
1761,grass,leave,93,24
1762,man,snog,17,117
1763,truck,get_down,96,42
1764,station,wait,381,14
1765,inside,become,203,19
1766,background,watch,346,23
1767,giraffe,photograph,361,143
1768,grass,close,93,37
1769,computer_keyboard,use,597,4
1770,hand,gesticulate,20,151
1771,group,watch,143,23
1772,head,shave,89,215
1773,traffic,lead,354,78
1774,tennis_ball,play,237,22
1775,ice_cream,solve,509,148
1776,man,close,17,37
1777,woman,close,27,37
1778,street,refer,10,46
1779,man,run,17,33
1780,frisbee,put,275,32
1781,snow,jump,124,106
1782,snow,love,124,150
1783,shade,sit,598,2
1784,suit,brown,53,97
1785,fire_engine,sit,360,2
1786,fire_engine,depend_on,360,11
1787,zebra,pet,482,98
1788,racket,grip,302,137
1789,pie,make,599,15
1790,room,look,32,3
1791,room,sit,32,2
1792,food,reduce,168,91
1793,snowboard,stand,259,12
1794,skateboard,descend,249,101
1795,photograph,put,5,32
1796,telephone,dial,19,257
1797,apple,eat,230,47
1798,sheep,look,299,3
1799,clipboard,transport,431,0
1800,tablet,look,496,3
1801,bread,look,227,3
1802,hotdog,bite,267,81
1803,television_camera,sit,600,2
1804,water,approach,75,74
1805,phase,sit,301,2
1806,frisbee,chase,275,169
1807,sheep,swerve,299,258
1808,wool,reduce,601,91
1809,limiter,use,602,4
1810,sheep,shave,299,215
1811,ball,get_down,100,42
1812,racket,transport,302,0
1813,water_faucet,dress,270,259
1814,balloon,fix,603,60
1815,edge,stand,604,12
1816,arm,travel,198,66
1817,shirt,blacken,210,36
1818,bride,talk,605,16
1819,computer_screen,look,606,3
1820,skating,practice,607,161
1821,case,put,54,32
1822,male_child,sit,127,2
1823,beach,descend,224,101
1824,kitten,transport,608,0
1825,bunk,put,609,32
1826,seedling,refer,610,46
1827,rock,make,24,15
1828,pony,depend_on,611,11
1829,motorcycle,close,15,37
1830,paper,look,142,3
1831,door,chew_over,179,61
1832,hand,solve,20,148
1833,telephone,gaze,19,193
1834,drink,pour,48,122
1835,ocean,play,9,22
1836,kite,associate,217,84
1837,guy,stand,612,12
1838,shirt,transport,210,0
1839,teddy,sit,307,2
1840,forward,look,539,3
1841,water,leave,75,24
1842,ski_tow,rid,247,153
1843,lip,relax,425,187
1844,water,confront,75,9
1845,stairway,descend,148,101
1846,kite,see,217,34
1847,wagon,push,345,6
1848,barrel,push,546,6
1849,parasail,fly,589,77
1850,cello,play,613,22
1851,cello,practice,613,161
1852,cow,achieve,280,69
1853,bull,feed,304,80
1854,bull,watch,304,23
1855,apparel,stand,614,12
1856,snow,close,124,37
1857,wave,become,369,19
1858,wave,suppress,369,260
1859,paper,give,142,104
1860,counter,achieve,50,69
1861,man,buy,17,111
1862,man,give,17,104
1863,boat,push,59,6
1864,drop,cause,615,261
1865,sheep,confront,299,9
1866,curb,stand,427,12
1867,trick,try,293,67
1868,track,stand,349,12
1869,horse,feed,141,80
1870,cow,depend_on,280,11
1871,burro,depend_on,616,11
1872,animal,depend_on,132,11
1873,bear,tend,330,40
1874,pizza,look,248,3
1875,pizza,admire,248,185
1876,cake,tend,243,40
1877,trouser,pull,502,58
1878,pigeon,feed,617,80
1879,child,chase,65,169
1880,wave,swim,369,224
1881,walk,necessitate,35,65
1882,scissors,indicate,618,5
1883,scissors,show,618,88
1884,flatware,eat,619,47
1885,bear,smile,330,123
1886,raft,walk,258,7
1887,railway_station,wait,620,14
1888,soil,work,569,1
1889,cow,usher,280,262
1890,field,work,315,1
1891,wave,travel,369,66
1892,kayak,paddle,621,96
1893,driver,talk,622,16
1894,soccer,complain,358,95
1895,field,play,315,22
1896,airplane,service,72,263
1897,drink,blend,48,264
1898,elephant,detect,233,132
1899,cotton,play,623,22
1900,snow,gaze,124,193
1901,cargo,load,624,170
1902,stonecutter,use,625,4
1903,paper_towel,transport,626,0
1904,bubble,chase,627,169
1905,observation,sit,628,2
1906,observation,stand,628,12
1907,glass,pour,281,122
1908,dog,teach,42,114
1909,mirror,look,171,3
1910,compact,use,629,4
1911,bus,travel,68,66
1912,bus,share,68,87
1913,train,work,21,1
1914,turkey,see,630,34
1915,dinner,cook,512,93
1916,measure,wait,37,14
1917,food,put,168,32
1918,snowman,transport,631,0
1919,picture,shoot,112,265
1920,woman,put,27,32
1921,man,put,17,32
1922,woman,tend,27,40
1923,bed,necessitate,285,65
1924,mirror,frame,171,266
1925,bed,stay,285,90
1926,breakfast,eat,632,47
1927,body,chuck,541,267
1928,elephant,smile,233,123
1929,drive,enjoy,633,21
1930,drive,get_down,633,42
1931,motorcycle,admire,15,185
1932,backyard,stand,634,12
1933,mountain,arrive,178,73
1934,mountain,climb,178,221
1935,path,make,333,15
1936,ski,put,80,32
1937,fruit,shop,322,231
1938,tennis_ball,watch,237,23
1939,lift,travel,405,66
1940,tennis_racket,put,363,32
1941,ocean,chew_over,9,61
1942,sun,confront,287,9
1943,phonograph_record,play,321,22
1944,foam,make,635,15
1945,tree,glance,139,268
1946,beanie,consume,636,269
1947,toboggan,consume,637,269
1948,burger,eat,638,47
1949,asphalt,play,639,22
1950,chalk,write,640,115
1951,chalk,describe,640,270
1952,trouser,play,502,22
1953,pocket,pass,641,190
1954,beach,bathe,224,245
1955,lemonade,make,642,15
1956,balcony,walk,182,7
1957,animal,detect,132,132
1958,train,detect,21,132
1959,girl,walk,303,7
1960,meal,complete,529,271
1961,surfboard,associate,97,84
1962,water,descend,75,101
1963,water,catch,75,72
1964,cat,feed,274,80
1965,tower,stand,643,12
1966,ledge,look,644,3
1967,van,look,45,3
1968,heifer,restrict,645,272
1969,rope,use,409,4
1970,sunglasses,put,565,32
1971,spectacles,put,77,32
1972,backpack,bend,0,79
1973,airplane,sandpaper,72,273
1974,tarmac,walk,646,7
1975,equipment,transport,647,0
1976,binder,transport,648,0
1977,picture,front,112,26
1978,food,refer,168,46
1979,ledge,sit,644,2
1980,skateboard,sit,249,2
1981,surfboard,row,97,180
1982,snowmobile,close,649,37
1983,baby,feed,268,80
1984,ski,miss,80,168
1985,street,close,10,37
1986,woman,teach,27,114
1987,side,confront,488,9
1988,base,tend,125,40
1989,dog,achieve,42,69
1990,face,pass,193,190
1991,people,help,167,48
1992,moon,confront,650,9
1993,moon,walk,650,7
1994,telescope,use,651,4
1995,paddle,play,239,22
1996,ski_run,travel,652,66
1997,chair,disperse,4,274
1998,device,play,653,22
1999,pillow,tend,587,40
2000,sofa,tend,28,40
2001,cattle,be,423,152
2002,down,depend_on,244,11
2003,dog,push,42,6
2004,computer_keyboard,sit,597,2
2005,hand,spread,20,275
2006,thumb,show,389,88
2007,boot,complain,288,95
2008,towel,dry,514,276
2009,pan,dry,654,276
2010,pot,look,373,3
2011,scissors,reduce,618,91
2012,rope,close,409,37
2013,parking_meter,put,655,32
2014,glass,chew_over,281,61
2015,boat,beckon,59,142
2016,jet,die,656,83
2017,jet,drop,656,55
2018,bubble,float,627,63
2019,bicycle,get_down,26,42
2020,head,shelter,89,277
2021,skateboard,test,249,278
2022,road,depend_on,11,11
2023,road,focus_on,11,279
2024,head,cancel,89,120
2025,wood,transport,474,0
2026,hair,blacken,120,36
2027,shirt,yellow,210,189
2028,bridge,look,107,3
2029,valley,look,657,3
2030,sack,sit,350,2
2031,finger,show,313,88
2032,horizon,look,658,3
2033,cake,stand,243,12
2034,buttocks,stand,659,12
2035,goat,embrace,551,146
2036,nose,rub,175,133
2037,kayak,use,621,4
2038,necktie,own,418,194
2039,camera,smile,177,123
2040,statue,sit,146,2
2041,statue,refer,146,46
2042,statue,put,146,32
2043,glove,put,468,32
2044,pot,add,373,280
2045,mat,stand,121,12
2046,beach,clean,224,134
2047,water,crouch,75,51
2048,bicycle,climb,26,221
2049,bus,put,68,32
2050,bag,blacken,14,36
2051,cobble,walk,660,7
2052,brick,walk,661,7
2053,kite,establish,217,281
2054,pond,look,662,3
2055,helicopter,watch,663,23
2056,helicopter,spend,663,282
2057,helicopter,photograph,663,143
2058,fork,eat,216,47
2059,cake,refer,243,46
2060,male_child,digest,127,283
2061,mule,walk,664,7
2062,mule,lead,664,78
2063,frisbee,run,275,33
2064,fence,front,250,26
2065,escalator_clause,get_down,508,42
2066,dinghy,sit,242,2
2067,syrup,pour,665,122
2068,menu,read,51,13
2069,segway,depend_on,666,11
2070,wave,wait,369,14
2071,surfboard,watch,97,23
2072,surfer,look,667,3
2073,ski,get_down,80,42
2074,ski_slope,arrive,668,73
2075,ski_tow,use,247,4
2076,ski_slope,stand,668,12
2077,ski_slope,walk,668,7
2078,gauze,leave,669,24
2079,sign,give,79,104
2080,sign,make,79,15
2081,stove,stand,226,12
2082,seat,belt_out,137,284
2083,kite,gaze,217,193
2084,surfboard,paddle,97,96
2085,step,become,36,19
2086,step,stand,36,12
2087,pennant,transport,670,0
2088,elephant,gaze,233,193
2089,fruit_salad,eat,671,47
2090,horse,rid,141,153
2091,tennis_ball,swing,237,76
2092,slope,walk,421,7
2093,chairlift,sit,522,2
2094,woman,see,27,34
2095,wave,transport,369,0
2096,knoll,put,672,32
2097,bunker,construct,673,232
2098,back,look,256,3
2099,coffee,transport,674,0
2100,side,walk,488,7
2101,mirror,visualize,171,109
2102,racket,inspect,302,162
2103,racket,look,302,3
2104,bottle,coerce,156,285
2105,engine,depend_on,556,11
2106,metro,get_down,22,42
2107,cow,dismiss,280,286
2108,hand,open,20,145
2109,bicycle,fix,26,60
2110,boundary_line,stand,675,12
2111,distance,look,563,3
2112,hillside,stand,676,12
2113,meat,see,677,34
2114,meat,cook,677,93
2115,dog,embrace,42,146
2116,bass_guitar,play,678,22
2117,audience,stand,679,12
2118,male_child,confront,127,9
2119,asian,talk,680,16
2120,girl,look,303,3
2121,eye,see,219,34
2122,face,see,193,34
2123,shoulder,leave,61,24
2124,mouth,see,417,34
2125,dish,put,573,32
2126,new_jersey,name,681,287
2127,hand,tend,20,40
2128,coat,miss,232,168
2129,finger,see,313,34
2130,lamp,fix,181,60
2131,river,traverse,436,10
2132,egg,look,682,3
2133,airplane,refer,72,46
2134,table,use,30,4
2135,leg,own,371,194
2136,jean,walk,327,7
2137,pie,brown,599,97
2138,meringue,brown,683,97
2139,beach,lie,224,45
2140,path,sit,333,2
2141,tennis_racket,look,363,3
2142,snowboard,practice,259,161
2143,snowboard,learn,259,227
2144,here,board,684,144
2145,hand,rub,20,133
2146,mouth,traverse,417,10
2147,applause,glaze,685,288
2148,tennis_ball,bend,237,79
2149,floor,install,136,289
2150,plate,wash,319,147
2151,boodle,reduce,686,91
2152,kite,transport,217,0
2153,tennis_ball,jump,237,106
2154,tennis_racket,achieve,363,69
2155,hat,fix,286,60
2156,frisbee,descend,275,101
2157,arm,use,198,4
2158,telephone,see,19,34
2159,giraffe,put,361,32
2160,head,see,89,34
